tipo,usina,tipo_de_leilao,leilao,pot_MW,garantia_fisica_MW_medio,lotes_vendidos,preco_por_MW,localizacao,fonte,mod,invest_previsto,empresa_consorcio,invest_por_MW
EOL,EOL Ventos de São Bento,A-5,Leilão 10/2013,28.0,14.4,"12,4",120.01,BA,Vento,PIE,96077000.0,"Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)",3431321.4285714286
EOL,EOL Ventos de São Cirilo,A-5,Leilão 10/2013,28.0,14.7,"12,7",120.02,BA,Vento,PIE,96077000.0,"Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)",3431321.4285714286
EOL,EOL Ventos de São João,A-5,Leilão 10/2013,28.0,15.0,"12,9",120.01,BA,Vento,PIE,96077000.0,"Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)",3431321.4285714286
EOL,EOL Ventos de São Rafael,A-5,Leilão 10/2013,28.0,13.8,"11,9",120.02,BA,Vento,PIE,96077000.0,"Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)",3431321.4285714286
EOL,EOL Assuruá I,A-5,Leilão 10/2013,30.0,11.5,"11,5",118.8,BA,Vento,PIE,141870000.0,Centrais Eólicas Assuruá S.A.,4729000.0
EOL,EOL Assuruá VI,A-5,Leilão 10/2013,30.0,13.8,"13,8",118.76,BA,Vento,PIE,141870000.0,Centrais Eólicas Assuruá S.A.,4729000.0
EOL,EOL Capoeiras I,A-5,Leilão 10/2013,26.0,11.5,"11,5",118.8,BA,Vento,PIE,123628000.0,Centrais Eólicas Assuruá S.A,4754923.076923077
EOL,EOL Capoeiras II,A-5,Leilão 10/2013,30.0,13.9,"13,9",118.76,BA,Vento,PIE,141870000.0,Centrais Eólicas Assuruá S.A.,4729000.0
EOL,EOL Curral de Pedras III,A-5,Leilão 10/2013,30.0,13.2,"13,2",118.78,BA,Vento,PIE,141870000.0,Centrais Eólicas Assuruá S.A.,4729000.0
EOL,EOL Curral de Pedras IV,A-5,Leilão 10/2013,20.0,8.9,"8,9",118.78,BA,Vento,PIE,96270000.0,Centrais Eólicas Assuruá S.A.,4813500.0
EOL,EOL Aroeira,A-5,Leilão 10/2013,30.0,11.3,"11,3",108.9,RN,Vento,PIE,104506950.0,Central Eólica Aventura S.A.,3483565.0
EOL,EOL Jericó,A-5,Leilão 10/2013,30.0,11.9,"11,4",108.9,RN,Vento,PIE,104506950.0,Central Eólica Aventura S.A.,3483565.0
EOL,EOL Umbuzeiros,A-5,Leilão 10/2013,30.0,12.4,"11,6",108.9,RN,Vento,PIE,104506950.0,Central Eólica Aventura S.A.,3483565.0
EOL,EOL Casa Nova II,A-5,Leilão 10/2013,28.0,7.1,"7,1",118.95,BA,Vento,PIE,125872750.0,Companhia Hidro Elétrica do São Francisco - CHESF,4495455.357142857
EOL,EOL Casa Nova III,A-5,Leilão 10/2013,24.0,5.5,"5,5",118.95,BA,Vento,PIE,125872750.0,Companhia Hidro Elétrica do São Francisco - CHESF,5244697.916666667
EOL,EOL Pedra Cheirosa,A-5,Leilão 10/2013,26.0,13.6,"13,6",117.4,CE,Vento,PIE,103370000.0,"Consórcio CPFL Renováveis Pedra Cheirosa I: 
CPFL Energias Renováveis S.A. (99,99 % - Líder)
Pedra Cheirosa I Energia Ltda. (0,01 %)",3975769.230769231
EOL,EOL Pedra Cheirosa II,A-5,Leilão 10/2013,24.0,12.5,"12,5",117.39,CE,Vento,PIE,95418000.0,"Consórcio CPFL Renováveis Pedra Cheirosa II:  
CPFL Energias Renováveis S.A. (99,99 % - Líder)
Pedra Cheirosa II Energia Ltda. (0,01 %)",3975750.0
EOL,EOL Umburanas 1,A-5,Leilão 10/2013,27.0,14.5,"14,1",117.77,BA,Vento,PIE,98244980.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",3638702.962962963
EOL,EOL Umburanas 10,A-5,Leilão 10/2013,21.0,10.7,"10,4",117.77,BA,Vento,PIE,82966570.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",3950789.0476190476
EOL,EOL Umburanas 11,A-5,Leilão 10/2013,15.0,7.4,"7,2",117.77,BA,Vento,PIE,67409910.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",4493994.0
EOL,EOL Umburanas 12,A-5,Leilão 10/2013,22.8,12.0,"11,7",117.77,BA,Vento,PIE,92610910.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",4061882.0175438593
EOL,EOL Umburanas  13,A-5,Leilão 10/2013,18.9,10.3,10,117.77,BA,Vento,PIE,81843380.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",4330337.566137566
EOL,EOL Umburanas 14,A-5,Leilão 10/2013,24.9,12.2,"11,9",119.75,BA,Vento,PIE,108050960.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",4339395.983935744
EOL,EOL Umburanas 15,A-5,Leilão 10/2013,18.9,9.6,"9,4",119.75,BA,Vento,PIE,81086370.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",4290284.126984127
EOL,EOL Umburanas 16,A-5,Leilão 10/2013,27.0,14.1,"12,7",119.75,BA,Vento,PIE,97625710.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",3615767.037037037
EOL,EOL Umburanas 18,A-5,Leilão 10/2013,8.1,4.4,"4,2",119.75,BA,Vento,PIE,35806790.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",4420591.358024691
EOL,EOL Umburanas 2,A-5,Leilão 10/2013,27.0,14.3,"13,9",117.77,BA,Vento,PIE,99773540.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",3695316.296296296
EOL,EOL Umburanas  3,A-5,Leilão 10/2013,18.9,10.1,"9,8",118.76,BA,Vento,PIE,83589900.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",4422746.031746032
EOL,EOL Umburanas 4,A-5,Leilão 10/2013,18.9,9.9,"9,7",119.75,BA,Vento,PIE,82620790.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",4371470.37037037
EOL,EOL Umburanas 5,A-5,Leilão 10/2013,18.9,9.5,"9,3",119.75,BA,Vento,PIE,81692060.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",4322331.216931217
EOL,EOL Umburanas 6,A-5,Leilão 10/2013,21.6,11.6,"11,3",118.76,BA,Vento,PIE,71979410.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",3332380.0925925924
EOL,EOL Umburanas 7,A-5,Leilão 10/2013,24.3,11.7,"11,3",119.75,BA,Vento,PIE,28763780.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",1183694.6502057612
EOL,EOL Umburanas 8,A-5,Leilão 10/2013,24.3,12.8,"12,5",117.77,BA,Vento,PIE,28168660.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",1159204.1152263375
EOL,EOL Umburanas 9,A-5,Leilão 10/2013,18.0,8.8,"8,6",119.75,BA,Vento,PIE,72059450.0,"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) ",4003302.777777778
EOL,EOL Aventura I,A-5,Leilão 10/2013,26.0,10.5,"10,5",108.9,RN,Vento,PIE,101825950.0,EDP Renováveis Brasil S.A.,3916382.6923076925
EOL,EOL Cabeço Vermelho,A-5,Leilão 10/2013,30.0,15.0,"13,6",119.72,RN,Vento,PIE,117913000.0,"Consórcio Gestamp Eólica:
Gestamp Eólica Brasil S.A. (0,0001 % - Líder)
Gestamp Eólica S.L. (99,9999 %)",3930433.3333333335
EOL,EOL Cabeço Vermelho II,A-5,Leilão 10/2013,20.0,9.0,9,120.72,RN,Vento,PIE,78234000.0,"Consórcio Gestamp Eólica:  
Gestamp Eólica Brasil S.A. (0,0001 % - Líder)
Gestamp Eólica S.L. (99,9999 %)",3911700.0
EOL,EOL Tamanduá Mirim 2,A-5,Leilão 10/2013,24.0,8.0,"7,2",119.7,BA,Vento,PIE,45898450.0,"Consórcio Expansão Guirapá: 
Sequoia Capital Ltda. (51 % - Líder)
Companhia Hidro Elétrica do São Francisco – CHESF (49 %)",1912435.4166666667
EOL,EOL Catanduba I,A-5,Leilão 10/2013,30.0,13.3,"13,3",121.8,RN,Vento,PIE,78865710.0,Nesa - Novas Energias Ltda.,2628857.0
EOL,EOL Catanduba II,A-5,Leilão 10/2013,30.0,12.1,"12,1",121.8,RN,Vento,PIE,78874000.0,Nesa - Novas Energias Ltda.,2629133.3333333335
EOL,EOL Porto do Delta,A-5,Leilão 10/2013,30.0,12.7,"12,7",117.46,PI,Vento,PIE,106417070.0,Eólica Porto das Barcas S.A.,3547235.6666666665
EOL,EOL Testa Branca I,A-5,Leilão 10/2013,30.0,14.8,11,117.5,PI,Vento,PIE,106417070.0,"Consórcio Testa Branca: 
Zeta Energia S.A. (0,01 % - Líder)
Potami Energia S.A. (99,99 %)",3547235.6666666665
EOL,EOL Santa Rosa,A-5,Leilão 10/2013,20.0,8.4,"7,4",121.1,CE,Vento,PIE,76682000.0,"Consórcio Santa Rosa:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Santa Rosa Ltda. (0,01 %)",3834100.0
EOL,EOL Uirapuru,A-5,Leilão 10/2013,28.0,12.6,"11,2",121.1,CE,Vento,PIE,104204000.0,"Consórcio Uirapuru:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Uirapuru Ltda. (0,01 %)",3721571.4285714286
EOL,EOL Ventos de Angelim,A-5,Leilão 10/2013,24.0,10.3,"9,1",121.1,CE,Vento,PIE,88727000.0,"Consórcio Ventos do Angelim: 
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Angelim Ltda. (0,01 %)",3696958.3333333335
EOL,EOL Ventos de Santo Augusto I,A-5,Leilão 10/2013,16.0,8.2,"8,2",120.47,PI,Vento,PIE,54890000.0,"Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)",3430625.0
EOL,EOL Ventos de Santo Augusto II,A-5,Leilão 10/2013,30.0,15.7,"13,3",120.48,PI,Vento,PIE,102940000.0,"Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)",3431333.3333333335
EOL,EOL Ventos de Santo Augusto VI,A-5,Leilão 10/2013,30.0,16.4,"14,9",120.47,PI,Vento,PIE,102940000.0,"Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)",3431333.3333333335
EOL,EOL Ventos de Santo Augusto VII,A-5,Leilão 10/2013,16.0,8.4,"8,2",120.48,PI,Vento,PIE,54890000.0,"Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)",3430625.0
EOL,EOL Ventos de Santo Augusto VIII,A-5,Leilão 10/2013,16.0,8.8,"8,8",120.47,PI,Vento,PIE,54890000.0,"Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)",3430625.0
EOL,EOL Ventos de Santo Estevão I,A-5,Leilão 10/2013,30.0,16.5,"11,6",120.48,PE,Vento,PIE,102940000.0,"Consórcio Casa dos Ventos / Santo Estevão:
Ventos de Santo Estevão Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)",3431333.3333333335
EOL,EOL Ventos de Santo Estevão II,A-5,Leilão 10/2013,30.0,15.4,"11,4",121.49,PE,Vento,PIE,102940000.0,"Consórcio Casa dos Ventos / Santo Estevão:
Ventos de Santo Estevão Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)",3431333.3333333335
EOL,EOL Ventos de Santo Estevão III,A-5,Leilão 10/2013,30.0,15.6,"12,6",120.48,PE,Vento,PIE,102940000.0,"Consórcio Casa dos Ventos / Santo Estevão:
Ventos de Santo Estevão Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)",3431333.3333333335
EOL,EOL Ventos de Santo Estevão V,A-5,Leilão 10/2013,30.0,14.8,"13,5",120.47,PE,Vento,PIE,102940000.0,"Consórcio Casa dos Ventos / Santo Estevão:
Ventos de Santo Estevão Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)",3431333.3333333335
EOL,EOL Serra do Mel I,A-5,Leilão 10/2013,28.0,13.0,"12,6",121.09,RN,Vento,PIE,110187000.0,"Consórcio Serra do Mel:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (9,99 %)
Gestamp Eólica Brasil S.A. (0,01 %)",3935250.0
EOL,EOL Serra do Mel II,A-5,Leilão 10/2013,28.0,12.8,"12,5",121.09,RN,Vento,PIE,110187000.0,"Consórcio Serra do Mel:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (9,99 %)
Gestamp Eólica Brasil S.A. (0,01 %)",3935250.0
EOL,EOL Serra do Mel III,A-5,Leilão 10/2013,28.0,12.5,"12,2",121.09,RN,Vento,PIE,110187000.0,"Consórcio Serra do Mel:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (9,99 %)
Gestamp Eólica Brasil S.A. (0,01 %)",3935250.0
EOL,EOL União dos Ventos 15,A-5,Leilão 10/2013,30.0,13.4,"9,4",115.0,RN,Vento,PIE,135914530.0,SM Geração de Energia Eólica Ltda.,4530484.333333333
EOL,EOL União dos Ventos 16,A-5,Leilão 10/2013,30.0,12.7,"8,9",115.0,RN,Vento,PIE,135847630.0,SM Geração de Energia Eólica Ltda.,4528254.333333333
EOL,EOL Ventos da Bahia II,A-5,Leilão 10/2013,30.0,13.1,"12,7",117.74,BA,Vento,PIE,114046540.0,"Consórcio Ventos da Bahia: 
Parque Eólico Ventos da Bahia Ltda. (0,01 % - Líder)
SOWITEC Operation GmbH (51 %)
SOWITEC Projekt GmbH (48,99 %)",3801551.3333333335
EOL,EOL Ventos da Bahia IV,A-5,Leilão 10/2013,12.0,5.5,"5,3",117.74,BA,Vento,PIE,44875150.0,"Consórcio Ventos da Bahia: 
Parque Eólico Ventos da Bahia Ltda. (0,01 % - Líder)
SOWITEC Operation GmbH (51 %)
SOWITEC Projekt GmbH (48,99 %)",3739595.8333333335
EOL,EOL Ventos da Bahia VIII,A-5,Leilão 10/2013,30.0,13.3,"12,9",117.74,BA,Vento,PIE,114046540.0,"Consórcio Ventos da Bahia: 
Parque Eólico Ventos da Bahia Ltda. (0,01 % - Líder)
SOWITEC Operation GmbH (51 %)
SOWITEC Projekt GmbH (48,99 %)",3801551.3333333335
EOL,EOL União dos Ventos 12,A-5,Leilão 10/2013,27.2,14.2,"9,9",115.0,RN,Vento,PIE,123316000.0,Ventos Fortes Geradora Eólica S.A.,4533676.470588235
EOL,EOL União dos Ventos 13,A-5,Leilão 10/2013,20.4,10.7,"7,5",115.0,RN,Vento,PIE,82212000.0,Ventos Fortes Geradora Eólica S.A.,4030000.0000000005
EOL,EOL União dos Ventos 14,A-5,Leilão 10/2013,22.1,11.9,"8,3",115.0,RN,Vento,PIE,123316000.0,Ventos Fortes Geradora Eólica S.A.,5579909.502262443
EOL,EOL Vila Amazonas V,A-5,Leilão 10/2013,30.0,14.8,"10,5",120.36,RN,Vento,PIE,90882430.0,"Consórcio Voltalia:  
Voltalia Energia do Brasil Ltda. (5 % - Líder)
Voltalia S.A. (95 %)",3029414.3333333335
EOL,EOL Vila Pará I,A-5,Leilão 10/2013,30.0,14.2,"11,8",119.13,RN,Vento,PIE,90882430.0,"Consórcio Voltalia:  
Voltalia Energia do Brasil Ltda. (5 % - Líder)
Voltalia S.A. (95 %)",3029414.3333333335
EOL,EOL Vila Pará II,A-5,Leilão 10/2013,30.0,14.0,"10,6",120.38,RN,Vento,PIE,90882430.0,"Consórcio Voltalia:  
Voltalia Energia do Brasil Ltda. (5 % - Líder)
Voltalia S.A. (95 %)",3029414.3333333335
EOL,EOL Vila Pará III,A-5,Leilão 10/2013,30.0,13.9,"10,5",120.37,RN,Vento,PIE,90882430.0,"Consórcio Voltalia:  
Voltalia Energia do Brasil Ltda. (5 % - Líder)
Voltalia S.A. (95 %)",3029414.3333333335
UHE,UHE Santo Antonio,A-3,Leilão 3/2014,417.6,206.2,"129,6",121.0,RO,Rio Jari,PIE,81290000.0,Santo Antonio Energia S/A,194659.96168582374
EOL,EOL Aura Mangueira VII,A-3,Leilão 3/2014,22.0,9.6,"9,6",129.5,RS,Vento,PIE,96070000.0,Atlantic Energias Renováveis S.A.,4366818.181818182
EOL,EOL Aura Mirim II,A-3,Leilão 3/2014,26.0,10.8,"10,8",129.5,RS,Vento,PIE,103951200.0,Atlantic Energias Renováveis S.A.,3998123.076923077
EOL,EOL Ouro Branco 1,A-3,Leilão 3/2014,30.0,13.9,"13,9",129.8,PE,Vento,PIE,103951200.0,"Consórcio Ouro Branco:
Eólica Energia Ltda. (0,01%)
Eólica Tecnologia Ltda. (99,99% - Líder)",3465040.0
EOL,EOL Ouro Branco 2,A-3,Leilão 3/2014,30.0,14.7,"14,7",129.8,PE,Vento,PIE,78422880.0,"Consórcio Ouro Branco:
Eólica Energia Ltda. (0,01%)
Eólica Tecnologia Ltda. (99,99% - Líder)",2614096.0
EOL,EOL Quatro Ventos,A-3,Leilão 3/2014,22.0,9.4,"9,4",129.8,PE,Vento,PIE,197439950.0,"Consórcio Quatro Ventos: 
Eólica Energia Ltda. (0,01%)
Eólica Tecnologia Ltda. (99,99% - Líder)",8974543.181818182
EOL,EOL Santana I,A-3,Leilão 3/2014,30.0,17.2,"17,2",128.98,RN,Vento,PIE,164194500.0,"Consórcio Santana I:
Horizonte Energias Renováveis Ltda. (1%)
Força Eólica do Brasil S.A. (99% - Líder)",5473150.0
EOL,EOL Santana II,A-3,Leilão 3/2014,24.0,12.9,"12,9",128.98,RN,Vento,PIE,191309720.0,"Consórcio Santana II:
Horizonte Energias Renováveis Ltda. (1%)
Força Eólica do Brasil S.A. (99% - Líder)",7971238.333333333
EOL,EOL Calango 6,A-3,Leilão 3/2014,30.0,18.5,"18,5",128.98,RN,Vento,PIE,66351000.0,Força Eólica do Brasil S.A.,2211700.0
EOL,EOL Itarema IV,A-3,Leilão 3/2014,21.0,11.1,"9,4",130.99,CE,Vento,PIE,95446000.0,Itarema Geração de Energia Ltda.,4545047.619047619
EOL,EOL Itarema IX,A-3,Leilão 3/2014,30.0,15.3,"12,3",131.89,CE,Vento,PIE,79136000.0,Itarema Geração de Energia Ltda.,2637866.6666666665
EOL,EOL Itarema VI,A-3,Leilão 3/2014,24.0,12.2,"10,7",130.97,CE,Vento,PIE,69242000.0,Itarema Geração de Energia Ltda.,2885083.3333333335
EOL,EOL Itarema VII,A-3,Leilão 3/2014,21.0,10.9,"9,3",130.98,CE,Vento,PIE,69242000.0,Itarema Geração de Energia Ltda.,3297238.095238095
EOL,EOL Itarema VIII,A-3,Leilão 3/2014,21.0,10.2,"9,1",131.0,CE,Vento,PIE,102940000.0,Itarema Geração de Energia Ltda.,4901904.761904762
EOL,EOL Ventos de São Clemente 1,A-3,Leilão 3/2014,30.0,15.3,"15,3",129.97,PE,Vento,PIE,102940000.0,"Consórcio Ventos de São Clemente 1:
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)",3431333.3333333335
EOL,EOL Ventos de São Clemente 2,A-3,Leilão 3/2014,30.0,14.2,"14,2",129.98,PE,Vento,PIE,102940000.0,"Consórcio Ventos de São Clemente 2:
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)",3431333.3333333335
EOL,EOL Ventos de São Clemente 3,A-3,Leilão 3/2014,30.0,14.5,"14,5",129.97,PE,Vento,PIE,102940000.0,"Consórcio Ventos de São Clemente 3:
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)",3431333.3333333335
EOL,EOL Ventos de São Clemente 4,A-3,Leilão 3/2014,30.0,14.6,"14,6",129.97,PE,Vento,PIE,102940000.0,"Consórcio Ventos de São Clemente 4:
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)",3431333.3333333335
EOL,EOL Ventos de São Clemente 5,A-3,Leilão 3/2014,30.0,15.7,"15,7",129.97,PE,Vento,PIE,102940000.0,"Consórcio Ventos de São Clemente 5
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)",3431333.3333333335
EOL,EOL Ventos de São Clemente 6,A-3,Leilão 3/2014,26.0,13.3,"13,3",129.97,PE,Vento,PIE,89219000.0,"Consórcio Ventos de São Clemente 6:
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)",3431500.0
EOL,EOL Ventos de São Clemente 7,A-3,Leilão 3/2014,24.0,10.7,"10,7",129.98,PE,Vento,PIE,82357000.0,"Consórcio Ventos de São Clemente 7:
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)",3431541.6666666665
EOL,EOL Ventos de São Clemente 8,A-3,Leilão 3/2014,20.0,9.5,"9,5",129.98,PE,Vento,PIE,68635000.0,"Consórcio Ventos de São Clemente 8:
Ventos de São Clemente Energias Renováveis S.A. (0,1% - Líder)
Salus - Fundo de Investimento em Participações (50,9%)
Companhia Hidro Elétrica do São Francisco (49%)",3431750.0
PCH,PCH Comodoro,A-5,Leilão 6/2014,10.0,6.2,62,162.5,MT,Rio Juína,PIE,72260350.0,Comodoro Energética S.A.,7226035.0
PCH,PCH Lajari,A-5,Leilão 6/2014,20.88,10.9,90,160.9,MT,Rio Taquari,PIE,110737540.0,Lajari Energética S.A.,5303522.030651341
PCH,PCH Presente de Deus,A-5,Leilão 6/2014,13.0,8.5,85,162.5,MT,Rio Juína,PIE,83930210.0,Presente de Deus Energética S.A.,6456170.0
UTE,UTE Mauá 3,A-5,Leilão 6/2014,583.0,507.2,4844,203.5,AM,Gás Natural,PIE,1231542350.0,Amazonas Geração e Transmissão de Energia S.A.,2112422.5557461404
UTE,UTE CNE,A-5,Leilão 6/2014,105.0,59.8,430,205.23,GO,Bagaço de Cana,PIE,231600100.0,Centro Norte Energia Sociedade Anônima,2205715.238095238
UTE,UTE Delta ,A-5,Leilão 6/2014,30.0,6.4,64,197.0,MG,Bagaço de Cana,PIE,30000000.0,Usina Delta S.A.,1000000.0
UTE,UTE Guarani Cruz Alta,A-5,Leilão 6/2014,25.0,11.4,80,198.5,SP,Bagaço de Cana,PIE,62147000.0,Guarani S.A.,2485880.0
UTE,UTE  Novo Tempo,A-5,Leilão 6/2014,1.238,611.9,6.109,206.5,PE,Gás Natural,PIE,3052175380.0,"Consórcio UTE Novo Tempo:
UTE Novo Tempo - Gás e Geração de Energia S.A. – Líder 25%
Bolognesi Empreendimentos LTDA. 75%",2465408222.940226
UTE,UTE Iacanga Ampliação,A-5,Leilão 6/2014,18.0,5.6,40,201.9,SP,Bagaço de Cana,PIE,10600000.0,Usina Iacanga de Açúcar e Álcool S.A.,588888.8888888889
UTE,UTE Porto das Águas,A-5,Leilão 6/2014,90.0,26.1,185,199.93,GO,Bagaço de Cana,PIE,45000000.0,Cerradinho Bioenergia S.A.,500000.0
UTE,UTE Ferrari ,A-5,Leilão 6/2014,15.0,12.4,98,202.0,SP,Bagaço de Cana,PIE,90080000.0,Ferrari Termoelétrica S.A.,6005333.333333333
UTE,UTE Rio Grande,A-5,Leilão 6/2014,1.238,605.2,6.042,206.5,RS,Gás Natural,PIE,2945078370.0,"Consórcio UTE Rio Grande:
UTE Rio Grande Geração de Energia Elétrica S.A. – Líder 5%
Serra Verde Energética S.A. 95%",2378900137.3182554
UTE,UTE Pampa Sul ,A-5,Leilão 6/2014,340.0,323.5,2.945,201.98,RS,Carvão Mineral Nacional,PIE,2058506160.0,Usina Termelétrica Pampa Sul S.A.,6054429.882352941
UTE,UTE Acre,A-5,Leilão 6/2014,163.999,135.1,1.100,206.9,AC,Cavaco de Madeira,PIE,860940000.0,YSER Participações Energia S.A.,5249666.156500954
UTE,UTE Costa Rica I,A-5,Leilão 6/2014,163.999,135.1,1.100,207.32,MS,Cavaco de Madeira,PIE,860940000.0,YSER Timberland Investment Energy Ltda.,5249666.156500954
EOL,EOL Aura Lagoa do Barro 01,A-5,Leilão 6/2014,27.0,14.2,142,135.5,PI,Vento,PIE,99765000.0,Atlantic Energias Renováveis S.A.,3695000.0
EOL,EOL Aura Lagoa do Barro 02,A-5,Leilão 6/2014,27.0,11.3,113,135.5,PI,Vento,PIE,99765000.0,Atlantic Energias Renováveis S.A.,3695000.0
EOL,EOL Aura Lagoa do Barro 03,A-5,Leilão 6/2014,27.0,13.5,135,135.5,PI,Vento,PIE,99765000.0,Atlantic Energias Renováveis S.A.,3695000.0
EOL,EOL Aura Lagoa do Barro 04,A-5,Leilão 6/2014,27.0,12.9,129,135.5,PI,Vento,PIE,99765000.0,Atlantic Energias Renováveis S.A.,3695000.0
